E1;;+++;Enterococcus faecalis;1351;0ae85b21-2783-4fe6-9c04-96877702d15a;2.24;+++;1_Enterococcus faecalis;145093567;3d377ee2-e73f-433a-8246-9cc0ae324d03;2.21;+++;Enterococcus faecalis;1351;0bba480e-241f-4e83-b6f5-58e80a06389e;2.21;+++;Enterococcus faecalis;1351;a4ab8bfd-4128-4b50-9270-292f99bdad8d;2.13;+++;Enterococcus faecalis;1351;1cc3022d-bf5d-422d-aa5a-c1c5889e84de;2.08;+++;Enterococcus faecalis;1351;4cea4049-e540-44da-a3c7-28a257f47036;2.03;+++;Enterococcus faecalis;1351;f3aaad09-d984-4b9c-b55c-f2437ed1217d;2.00;+;Enterococcus faecalis;1351;46d48674-c407-48fe-b85b-300977b0558f;1.91;+;Enterococcus faecalis;1351;a82c73c8-b1b2-4bda-bb0d-2cae2de47f5c;1.90;+;Enterococcus faecalis;1351;ba0bb1df-5786-450a-ac91-fe4096b1a3e1;1.80
E2;;-;not reliable identification;E1;3f402e73-bcef-40b1-9014-8a28878f12c5;1.62;-;not reliable identification;E1;631e1d31-81bd-4f97-b16b-195a5e43cfa9;1.40;-;not reliable identification;E1;13a7f9d9-6248-415b-bb12-ca4fe9082a8c;1.39;-;not reliable identification;E1;beca17ff-a591-440f-8f9e-7ef5b9c3d1ce;1.38;-;not reliable identification;E1;4a752505-cecf-4f86-96bf-5dc9de266913;1.37;-;not reliable identification;E1;689fb704-a4f4-46d6-92c7-0e5936a639a5;1.34;-;not reliable identification;E1;f2cfe654-ff28-4488-b0e6-d60e062cb065;1.34;-;not reliable identification;E1;bd6f9303-3d16-4cd8-8fa9-98aefe46db9f;1.33;-;not reliable identification;E1;79b6a458-3dc6-45a2-a8b6-acc0e5e8c730;1.31;-;not reliable identification;E1;28e961b0-791d-487c-8e95-76833bf55e44;1.31
