targetA;;-;not reliable identification;E1;ccf89f2e-9725-4a46-84f9-03b6dbb88bea;1.37;-;not reliable identification;E1;742f0ab8-47ea-4aa2-8488-ad656a1b8dd7;1.30;-;not reliable identification;E1;bcb8152b-6cc0-4fa9-bcfc-6ee0a85d4dc4;1.30;-;not reliable identification;E1;bfa20bd5-84c4-4f59-8e04-158dffbccbfa;1.29;-;not reliable identification;E1;2b1dd115-6b99-4a64-a43c-47e764ed3e1a;1.28;-;not reliable identification;E1;eca5cb08-c304-497d-9cab-38e0ce23a16f;1.27;-;not reliable identification;E1;1d10993d-9edf-4df9-a77d-2f994b539700;1.26;-;not reliable identification;E1;98c68176-196f-49da-a8f9-2006fd6f4bda;1.26;-;not reliable identification;E1;895e77bc-4cad-466e-b607-7c559ee4d900;1.25;-;not reliable identification;E1;603781ff-85a5-4841-b6fd-3af589aa21c1;1.25
targetB;;+++;Escherichia coli;562;5da4606c-708e-4678-985d-805bda7ce7b9;2.30;+++;Escherichia coli;562;4a752505-cecf-4f86-96bf-5dc9de266913;2.24;+++;Escherichia coli;562;70219c15-0aee-4002-925a-d8a193c05d5c;2.21;+++;Escherichia coli;562;13a7f9d9-6248-415b-bb12-ca4fe9082a8c;2.08;+++;Escherichia coli;562;689fb704-a4f4-46d6-92c7-0e5936a639a5;2.00;+;Escherichia coli;562;631e1d31-81bd-4f97-b16b-195a5e43cfa9;1.97;+;Escherichia coli;562;2d24f556-4c5d-4f55-bc0b-6b8e39158181;1.96;+;Escherichia coli;562;12486f06-3abc-4c64-a35e-f33002b47178;1.94;+;Escherichia marmotae;561;9a5020b8-1408-4ee1-b947-fba627039f31;1.85;+;Escherichia coli;562;3f402e73-bcef-40b1-9014-8a28878f12c5;1.83
targetC;;+++;Kosakonia cowanii;208223;ccff08b5-71fc-45a7-824f-fbde5157d79b;2.20;+++;Kosakonia cowanii;208223;d6ca0028-bae8-485a-be18-46bcfda54435;2.15;+++;Kosakonia cowanii;208223;67409e36-38a0-4b67-9669-e41670bfec63;2.15;+;Cronobacter sp;413496;13993544-ba57-42b2-9f11-01e9627ad086;1.70;-;not reliable identification;E1;0a11bb6f-cf87-41f8-a12b-093146003943;1.68;-;not reliable identification;E1;5c243c1c-7111-4bc3-bd72-1962620acc73;1.57;-;not reliable identification;E1;d44b0ddd-78fc-48e5-80c3-08291aaef29c;1.54;-;not reliable identification;E1;b33ba7b3-6710-4b3a-ab04-90d207be2cea;1.54;-;not reliable identification;E1;b5d73e71-62b4-406f-82ce-9b28f423f740;1.52;-;not reliable identification;E1;dbca880c-d192-47ae-9fbd-f42dd48953ec;1.50
